"27ac01 White Window 1 x 2 x 1 (old type) with Extended Lip and Solid Studs, with Fixed Glass","1231-3 v1 1956 Windows and Door with Glass, White"
"27bc01 Red Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","1308-1 v1 1957 Fire Station"
"27bc01 Red Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","214-2 v1 1958 Ten Windows and Doors, Red"
"27bc01 Red Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","236-1 v1 1956 Garage with Automatic Door (White base and door frame)"
"27bc01 Red Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","236-2 v1 1957 Garage and Van"
"27bc01 Red Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","308-3 v1 1958 Fire Station"
"27bc01 Red Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","700.0-1 v1 1957 Gift Package"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","1306-1 v1 1957 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","1306-1 v2 1957 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","1306-1 v3 1957 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","1306-1 v4 1957 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","1307-1 v1 1957 VW Auto Showroom"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","214-3 v1 1958 Ten Windows and Doors, White"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","306-2 v1 1958 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","306-2 v2 1958 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","306-2 v3 1958 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","306-2 v4 1958 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","306-2 v5 1958 VW Garage"
"27bc01 White Window 1 x 2 x 1 (old type) with Extended Lip, with Glass","307-2 v1 1958 VW Auto Showroom"
"29ac01 Red Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, with Fixed Glass","1231-2 v1 1956 Windows and Door with Glass, Red"
"29ac01 Red Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, with Fixed Glass","700.6-1 v2 1956 Gift Package"
"29ac01 White Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, with Fixed Glass","1231-3 v1 1956 Windows and Door with Glass, White"
"29bc01 Red Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","214-2 v1 1958 Ten Windows and Doors, Red"
"29bc01 Red Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","700.0-1 v1 1957 Gift Package"
"29bc01 Red Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","700.6-1 v1 1956 Gift Package"
"29bc01 Red Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","700GP6-1 v1 1954 Gift Package (Lego Mursten)"
"29bc01 Red Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","700GP6-2 v1 1957 Gift Package"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","1309-1 v1 1957 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","1309-1 v2 1957 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","1309-1 v3 1957 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","1309-1 v4 1957 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","214-3 v1 1958 Ten Windows and Doors, White"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","309-2 v1 1958 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","309-2 v2 1958 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","309-2 v3 1958 Church"
"29bc01 White Window 1 x 1 x 2 (old type) with Extended Lip, with Glass","309-2 v4 1958 Church"
"3001a Black Brick 2 x 4 without Cross Supports","218-2 v1 1958 2 x 4 Bricks"
"3001a Black Brick 2 x 4 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3001a Blue Brick 2 x 4 without Cross Supports","1217-2 v1 1955 2 x 4 Bricks"
"3001a Blue Brick 2 x 4 without Cross Supports","218-2 v2 1958 2 x 4 Bricks"
"3001a Blue Brick 2 x 4 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3001a Blue Brick 2 x 4 without Cross Supports","legobricks-1 v2 1958 Bricks Box"
"3001a Red Brick 2 x 4 without Cross Supports","1217-2 v2 1955 2 x 4 Bricks"
"3001a Red Brick 2 x 4 without Cross Supports","1308-1 v1 1957 Fire Station"
"3001a Red Brick 2 x 4 without Cross Supports","1309-1 v1 1957 Church"
"3001a Red Brick 2 x 4 without Cross Supports","1309-1 v2 1957 Church"
"3001a Red Brick 2 x 4 without Cross Supports","1309-1 v3 1957 Church"
"3001a Red Brick 2 x 4 without Cross Supports","1309-1 v4 1957 Church"
"3001a Red Brick 2 x 4 without Cross Supports","218-2 v3 1958 2 x 4 Bricks"
"3001a Red Brick 2 x 4 without Cross Supports","308-3 v1 1958 Fire Station"
"3001a Red Brick 2 x 4 without Cross Supports","309-2 v1 1958 Church"
"3001a Red Brick 2 x 4 without Cross Supports","309-2 v2 1958 Church"
"3001a Red Brick 2 x 4 without Cross Supports","309-2 v3 1958 Church"
"3001a Red Brick 2 x 4 without Cross Supports","309-2 v4 1958 Church"
"3001a Red Brick 2 x 4 without Cross Supports","700.0-1 v1 1957 Gift Package"
"3001a Red Brick 2 x 4 without Cross Supports","700.6-1 v1 1956 Gift Package"
"3001a Red Brick 2 x 4 without Cross Supports","700GP5-1 v1 1954 Gift Package (Lego Mursten)"
"3001a Red Brick 2 x 4 without Cross Supports","700GP6-1 v1 1954 Gift Package (Lego Mursten)"
"3001a Red Brick 2 x 4 without Cross Supports","700GP6-2 v1 1957 Gift Package"
"3001a Red Brick 2 x 4 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3001a Red Brick 2 x 4 without Cross Supports","legobricks-1 v1 1958 Bricks Box"
"3001a Trans-Clear Brick 2 x 4 without Cross Supports","218-2 v4 1958 2 x 4 Bricks"
"3001a Trans-Clear Brick 2 x 4 without Cross Supports","700.0-1 v1 1957 Gift Package"
"3001a Trans-Clear Brick 2 x 4 without Cross Supports","700.6-1 v1 1956 Gift Package"
"3001a Trans-Clear Brick 2 x 4 without Cross Supports","700GP6-1 v1 1954 Gift Package (Lego Mursten)"
"3001a Trans-Clear Brick 2 x 4 without Cross Supports","700GP6-2 v1 1957 Gift Package"
"3001a Trans-Clear Brick 2 x 4 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3001a White Brick 2 x 4 without Cross Supports","1217-2 v3 1955 2 x 4 Bricks"
"3001a White Brick 2 x 4 without Cross Supports","1306-1 v1 1957 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","1306-1 v2 1957 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","1306-1 v3 1957 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","1306-1 v4 1957 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","1308-1 v1 1957 Fire Station"
"3001a White Brick 2 x 4 without Cross Supports","1309-1 v1 1957 Church"
"3001a White Brick 2 x 4 without Cross Supports","1309-1 v2 1957 Church"
"3001a White Brick 2 x 4 without Cross Supports","1309-1 v3 1957 Church"
"3001a White Brick 2 x 4 without Cross Supports","1309-1 v4 1957 Church"
"3001a White Brick 2 x 4 without Cross Supports","1310-1 v2 1956 ESSO Filling Station"
"3001a White Brick 2 x 4 without Cross Supports","218-2 v5 1958 2 x 4 Bricks"
"3001a White Brick 2 x 4 without Cross Supports","306-2 v1 1958 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","306-2 v2 1958 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","306-2 v3 1958 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","306-2 v4 1958 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","306-2 v5 1958 VW Garage"
"3001a White Brick 2 x 4 without Cross Supports","308-3 v1 1958 Fire Station"
"3001a White Brick 2 x 4 without Cross Supports","309-2 v1 1958 Church"
"3001a White Brick 2 x 4 without Cross Supports","309-2 v2 1958 Church"
"3001a White Brick 2 x 4 without Cross Supports","309-2 v3 1958 Church"
"3001a White Brick 2 x 4 without Cross Supports","309-2 v4 1958 Church"
"3001a White Brick 2 x 4 without Cross Supports","310-5 v1 1958 ESSO Filling Station"
"3001a White Brick 2 x 4 without Cross Supports","700.0-1 v1 1957 Gift Package"
"3001a White Brick 2 x 4 without Cross Supports","700.6-1 v1 1956 Gift Package"
"3001a White Brick 2 x 4 without Cross Supports","700GP5-1 v1 1954 Gift Package (Lego Mursten)"
"3001a White Brick 2 x 4 without Cross Supports","700GP6-1 v1 1954 Gift Package (Lego Mursten)"
"3001a White Brick 2 x 4 without Cross Supports","700GP6-2 v1 1957 Gift Package"
"3001a White Brick 2 x 4 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3001a White Brick 2 x 4 without Cross Supports","legobricks-1 v1 1958 Bricks Box"
"3001a Yellow Brick 2 x 4 without Cross Supports","1217-2 v4 1955 2 x 4 Bricks"
"3001a Yellow Brick 2 x 4 without Cross Supports","218-2 v6 1958 2 x 4 Bricks"
"3001a Yellow Brick 2 x 4 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3001a Yellow Brick 2 x 4 without Cross Supports","legobricks-1 v2 1958 Bricks Box"
"3001c Red Brick 2 x 4 without Bottom Tubes","700.6-1 v2 1956 Gift Package"
"3001c Trans-Clear Brick 2 x 4 without Bottom Tubes","700.6-1 v2 1956 Gift Package"
"3001c White Brick 2 x 4 without Bottom Tubes","1310-1 v1 1956 ESSO Filling Station"
"3001c White Brick 2 x 4 without Bottom Tubes","700.6-1 v2 1956 Gift Package"
"3002a Black Brick 2 x 3 without Cross Supports","219-1 v1 1958 2 x 3 Bricks"
"3002a Black Brick 2 x 3 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3002a Blue Brick 2 x 3 without Cross Supports","1218-2 v1 1955 2 x 3 Bricks"
"3002a Blue Brick 2 x 3 without Cross Supports","219-1 v2 1958 2 x 3 Bricks"
"3002a Blue Brick 2 x 3 without Cross Supports","700K-1 v1 1960 Kindergarten LEGO Set"
"3002a Red Brick 2 x 3 without Cross Supports","1218-2 v2 1955 2 x 3 Bricks"
"3002a Red Brick 2 x 3 without Cross Supports","1308-1 v1 1957 Fire Station"
"3002a Red Brick 2 x 3 without Cross Supports","1309-1 v1 1957 Church"
"3002a Red Brick 2 x 3 without Cross Supports","1309-1 v2 1957 Church"
